gene,ensembID,b1_0.0_U_0.0,b1_0.0_U_0.5,b1_0.0_U_1.0,b1_0.0_U_3.0,b1_0.0_U_6.0,b2_0.0_U_0.0,b2_0.0_U_0.5,b2_0.0_U_1.0,b2_0.0_U_2.0,b2_0.0_U_4.0,b2_0.0_U_6.0
Il1r1,ENSMUSG00000026072,505,280.486644827572,288.526347852573,112.217639315489,35.460110520703,698.836436170213,486.546848348953,443.582617889999,308.070655166085,155.557779604676,118.28972055309
Serpina3g,ENSMUSG00000041481,198,104.042847220935,112.358818154127,48.3159280386134,14.0436081270111,177.626329787234,118.429253147818,171.709400473548,80.5998807120572,40.3297947123233,24.6152019648048
Fosb,ENSMUSG00000003545,34,11.7986733961885,12.4843131282363,8.31241772707328,4.56417264127861,29.8204787234043,18.7512984150712,10.7318375295968,11.6422049917416,13.9919695940713,4.78628927093426
Kcnn3,ENSMUSG00000000794,16,9.65346005142695,6.93572951568686,2.5976305397104,0.702180406350555,25.9308510638298,8.88219398608637,17.8863958826613,8.95554230133969,12.3458555241806,10.9400897621355
Kcnq5,ENSMUSG00000028033,31,16.625403421902,15.9521778860798,5.71478718736288,2.45763142222694,80.3856382978724,51.3193430307212,69.1607307462902,40.2999403560286,16.4611406989075,15.0426234229363
Csf1,ENSMUSG00000014599,1500,756.187704028445,740.735912275357,333.016235190873,179.758184025742,3734.04255319149,2926.18946319401,2762.85195067508,1878.87277482107,1063.38968914942,848.540712175632
Tnfaip2,ENSMUSG00000021281,341,179.661617623779,168.538227231191,77.928916191312,37.2155615365794,1292.65292553192,1042.1774277008,970.635083232418,681.51676913195,446.096912940392,248.887042088582
Fpr1,ENSMUSG00000045551,5,0.536303336190386,2.77429180627474,0.51952610794208,0,5.18617021276596,1.97382088579697,4.76970556870967,0.895554230133969,0.823057034945373,0
Pilra,ENSMUSG00000046245,14,3.7541233533327,7.62930246725555,3.11715664765248,1.05327060952583,29.8204787234043,19.7382088579697,16.6939694904838,10.7466507616076,17.2841977338528,8.88882293173506
Rhof,ENSMUSG00000029449,28,17.1617067580924,18.7264696923545,5.71478718736288,1.40436081270111,51.8617021276596,35.5287759443455,21.4636750591935,16.1199761424114,4.93834220967224,0.683755610133466
Ptges,ENSMUSG00000050737,133,58.9933669809425,63.8087115443191,35.3277753400615,20.3632317841661,141.323138297872,103.625596504341,120.435065609919,85.973206092861,71.6059620402475,52.6491819802769
Adarb1,ENSMUSG00000020262,98,45.0494802399925,59.647273834907,33.2496709082931,8.42616487620666,117.985372340426,104.612506947239,100.163816942903,77.9132180216553,41.975908782214,37.6065585573406
Oasl1,ENSMUSG00000041827,3,1.60891000857116,0,0,0,0,0,0,0,1.64611406989075,0
Rnd1,ENSMUSG00000054855,15,8.58085337904618,10.4035942735303,1.55857832382624,1.40436081270111,27.2273936170213,19.7382088579697,17.8863958826613,6.26887961093778,3.29222813978149,5.47004488106773
Tnfrsf11b,ENSMUSG00000063727,38,15.5527967495212,15.9521778860798,11.9491004826678,5.61744325080444,1698.47074468085,1226.72968052282,1346.2493967683,1146.30941457148,910.301080649583,685.806876963867
Exoc3l4,ENSMUSG00000021280,21,17.1617067580924,15.2586049345111,3.11715664765248,1.05327060952583,50.5651595744681,36.515686387244,50.0819084714515,34.9266149752248,22.2225399435251,17.7776458634701
Ifih1,ENSMUSG00000026896,56,31.6418968352328,31.2107828205909,20.7810443176832,4.21308243810333,89.4614361702128,87.8350294179652,75.1228627071773,43.8821572765645,31.2761673279242,11.6238453722689
Plekhh1,ENSMUSG00000060716,10,4.29042668952309,3.46786475784343,2.07810443176832,1.40436081270111,28.5239361702128,17.7643879721727,10.7318375295968,11.6422049917416,8.23057034945373,6.1538004912012
Nfkb2,ENSMUSG00000025225,553,333.04437177423,364.12579957356,160.533567354103,62.4940561651994,815.525265957447,709.588608444011,741.689215934354,536.436983850247,326.753642873313,210.596727921108
Rasgef1a,ENSMUSG00000030134,18,6.43564003428464,9.01644837039292,4.67573497147872,3.1598118285775,37.5997340425532,21.7120297437667,23.8485278435483,9.85109653147365,18.1072547687982,20.512668304004
Hivep1,ENSMUSG00000021366,313,175.371190934256,206.684739567468,102.866169372532,35.460110520703,853.125,545.761474922862,516.320627812822,408.37272894109,232.102083854595,131.281077145626
Mnda,ENSMUSG00000026536,11,5.89933669809425,6.93572951568686,3.11715664765248,0.351090203175277,18.1515957446809,12.8298357576803,16.6939694904838,8.05998807120572,6.58445627956298,6.1538004912012
Cgn,ENSMUSG00000068876,17,10.1897633876173,11.7907401766677,3.63668275559456,1.40436081270111,7.77925531914894,4.93455221449243,7.1545583530645,7.16443384107175,4.11528517472687,2.73502244053387
Nfkbie,ENSMUSG00000023947,55,37.541233533327,47.8565336582393,16.1053093462045,3.86199223492805,124.468085106383,101.651775618544,106.12594890379,51.0465911176362,24.6917110483612,9.57257854186853
Nr4a3,ENSMUSG00000028341,11,4.29042668952309,6.93572951568686,3.11715664765248,1.05327060952583,24.6343085106383,17.7643879721727,8.34698474524192,8.95554230133969,6.58445627956298,2.0512668304004
Egr4,ENSMUSG00000071341,2,0.536303336190386,0,0,0,0,0,0,0,0,0
Mt2,ENSMUSG00000031762,1784,887.045718058899,1052.1501675297,655.122422114963,313.523551435523,930.91755319149,682.942026485752,765.537743777902,642.112383006056,535.810129749438,390.424453386209
Gbp2,ENSMUSG00000028270,164,87.417443799033,90.8580566554979,58.186924089513,28.7893966603727,379.886968085107,314.824431284617,313.608141142661,257.919618278583,208.233429841179,154.528767890163
Slco3a1,ENSMUSG00000025790,140,75.6187704028445,97.7937861711847,39.4839842035981,24.5763142222694,512.134308510639,402.659460702582,379.191592712419,280.308474031932,202.472030596562,144.272433738161
Fas,ENSMUSG00000024778,83,47.7309969209444,70.744441060006,30.6520403685827,8.77725507938194,339.69414893617,245.740700281723,295.721745259999,179.110846026794,88.0671027391549,69.0593166234801
Cxcl3,ENSMUSG00000029379,3,0.536303336190386,1.38714590313737,0.51952610794208,0,2.59308510638298,0,2.38485278435483,0,1.64611406989075,0
Gjb2,ENSMUSG00000046352,41,17.6980100942828,22.8879074017666,18.7029398859149,7.7239844698561,22.0412234042553,23.6858506295636,17.8863958826613,11.6422049917416,12.3458555241806,18.4614014736036
Tmem132e,ENSMUSG00000020701,10,2.14521334476155,4.8550106609808,4.67573497147872,2.45763142222694,9.07579787234043,7.89528354318788,4.76970556870967,3.58221692053587,1.64611406989075,2.0512668304004
Grem2,ENSMUSG00000050069,1003,508.951866044677,600.634176058482,404.71083808688,209.249761092465,484.906914893617,359.235401215049,441.197765105644,303.592884015415,229.632912749759,167.520124482699
Slco5a1,ENSMUSG00000025938,5,1.07260667238077,2.08071885470606,1.55857832382624,1.05327060952583,14.2619680851064,3.94764177159394,7.1545583530645,4.47777115066984,2.46917110483612,4.1025336608008
Icam1,ENSMUSG00000037405,474,268.151668095193,295.46207736826,176.638876700307,92.336723435098,335.804521276596,280.28256578317,246.832263180725,219.410786382822,170.372806233692,170.255146923233
Jak2,ENSMUSG00000024789,317,210.230907786631,265.638440450807,125.725318121983,38.9710125524558,818.11835106383,630.635773012132,602.175328049596,420.910488162965,211.525657980961,114.870942502422
Ikbke,ENSMUSG00000042349,317,195.750717709491,226.104782211392,115.334795963142,54.7700716953433,391.55585106383,260.5443569252,271.873217416451,194.335267939071,127.573840416533,88.2044737072172
Nptx1,ENSMUSG00000025582,133,61.6748836618944,76.9865976241241,55.5892935498026,34.7579301143525,38.8962765957447,42.4371490446349,54.8516140401612,49.2554826573683,42.7989658171594,30.0852468458725
Cxcl10,ENSMUSG00000034855,6,2.14521334476155,6.24215656411817,1.55857832382624,0.351090203175277,19.4481382978723,7.89528354318788,10.7318375295968,11.6422049917416,14.8150266290167,7.52131171146813
Gsap,ENSMUSG00000039934,76,43.9768735676117,58.9537008833383,37.4058797718298,11.2348865016089,172.440159574468,115.468521819123,131.166903139516,97.6154110846026,64.1984487257391,56.7517156410777
Osmr,ENSMUSG00000022146,957,570.626749706571,648.490709716721,433.804300131637,189.939799917825,1354.88696808511,950.394756511241,949.171408173224,752.265553312534,530.04873050482,404.783321199012
Il34,ENSMUSG00000031750,8,3.7541233533327,4.8550106609808,2.5976305397104,1.40436081270111,24.6343085106383,15.7905670863758,15.5015430983064,7.16443384107175,0.823057034945373,6.1538004912012
F2rl1,ENSMUSG00000021678,56,23.597346792377,37.452939384709,22.3396226415094,16.8523297524133,269.68085106383,197.382088579697,212.25189780758,217.619677922554,176.957262513255,134.016099586159
Glrx,ENSMUSG00000021591,219,130.321710694264,121.37526652452,91.9561211057482,57.9298835239208,211.336436170213,175.67005883593,175.28667965008,165.677532574784,115.227984892352,92.9907629781514
Ifi203,ENSMUSG00000039997,5,3.7541233533327,0.693572951568686,2.5976305397104,0.702180406350555,5.18617021276596,4.93455221449243,0,0.895554230133969,0.823057034945373,2.73502244053387
Sdc4,ENSMUSG00000017009,953,509.488169380867,554.858361254949,391.203159280386,289.649417619604,1816.45611702128,1410.29502290194,1413.02527473024,1318.2558267572,1158.86430520309,1022.89839275967
Slc7a2,ENSMUSG00000031596,532,324.463518395184,378.690831556503,241.060114085125,106.029241358934,351.363031914894,250.675252496215,267.103511847741,238.217425215636,181.072547687982,134.699855196293
Rab15,ENSMUSG00000021062,74,33.7871101799943,47.1629607066706,28.0544098288723,24.9274044254447,60.9375,61.1884474597061,71.545583530645,68.0621214901816,55.14482134134,58.8029824714781
Vcam1,ENSMUSG00000027962,1393,719.719077167499,891.93481571733,671.227731461168,414.988620153178,2512.69946808511,1767.55660323119,1990.15964854411,1752.59962837218,1463.39540813287,1068.71001863861
Sod2,ENSMUSG00000006818,353,184.488347649493,221.94334450198,167.806932865292,116.561947454192,683.277925531915,491.481400563446,491.279673577096,541.810309231051,412.351574507632,358.97169532007
Il1rl1,ENSMUSG00000026069,775,375.41233533327,542.374048126712,421.855199648969,259.806750349705,9473.83643617022,6861.00139903027,8377.98783143853,6970.09857313268,5810.78266671433,4261.16496235176
Tmem158,ENSMUSG00000054871,19,11.7986733961885,15.9521778860798,7.7928916191312,4.56417264127861,15.5585106382979,18.7512984150712,16.6939694904838,8.95554230133969,16.4611406989075,16.4101346432032
Cx3cl1,ENSMUSG00000031778,220,122.277160651408,149.811757538836,117.41290039491,86.017099777943,492.686170212766,447.070430633014,457.891734596128,431.657138924573,400.828776018397,358.97169532007
Il1rap,ENSMUSG00000022514,149,114.768913944743,129.004568991776,98.1904344010532,29.4915770667233,799.966755319149,567.473504666629,589.058637735644,545.392526151587,412.351574507632,244.100752817647
Irg1,ENSMUSG00000022126,6,5.36303336190386,2.08071885470606,3.11715664765248,1.75545101587639,9.07579787234043,6.9083731002894,9.53941113741934,1.79110846026794,4.11528517472687,2.0512668304004
Gm16685,ENSMUSG00000097804,1,0.536303336190386,0,0,0,7.77925531914894,4.93455221449243,2.38485278435483,4.47777115066984,1.64611406989075,0
Acpp,ENSMUSG00000032561,10,2.68151668095193,6.24215656411817,7.7928916191312,5.96853345397972,120.578457446809,82.9004772034728,107.318375295968,106.570953385942,88.0671027391549,77.2643839450817
